imgname 5_o_Clock_Shadow Arched_Eyebrows Bags_Under_Eyes Bald Bangs Big_Lips Big_Nose Bushy_Eyebrows Chubby Eyeglasses Male Mouth_Slightly_Open Narrow_Eyes No_Beard Oval_Face Smiling Young
Gerald_Barbarito_0001_B.jpg -1 -1 1 -1 1 -1 1 1 -1 1 1 -1 1 1 -1 1 -1
Dave_Campo_0003_B.jpg -1 1 -1 -1 -1 1 -1 1 1 -1 1 -1 1 1 -1 -1 -1
Dionyssis_Georgiadis_0001_B.jpg 1 -1 -1 -1 -1 1 -1 1 -1 -1 1 -1 -1 1 -1 -1 -1
Amer_al-Saadi_0003_B.jpg -1 -1 1 -1 -1 1 1 1 1 -1 1 -1 1 1 -1 -1 -1
James_Carville_0001_B.jpg -1 -1 -1 1 -1 -1 1 -1 -1 -1 1 1 1 1 1 1 -1
Hugo_Chavez_0058_B.jpg 1 -1 1 -1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 -1
Ralph_Lauren_0001_B.jpg 1 -1 -1 1 -1 -1 1 1 -1 -1 1 -1 1 1 1 1 -1
Roh_Moo-hyun_0016_B.jpg -1 -1 1 -1 -1 1 1 1 -1 -1 1 1 1 1 -1 1 -1
Queen_Rania_0003_B.jpg -1 1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 1 1 -1 1
Ciro_Gomes_0003_B.jpg 1 -1 1 -1 -1 1 1 1 -1 -1 1 -1 1 1 1 1 -1
Horace_Donovan_Reid_0001_B.jpg 1 -1 1 -1 -1 1 1 1 -1 1 1 1 -1 1 -1 1 -1
Dita_Von_Tesse_0001_B.jpg -1 -1 -1 -1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1
Andre_Techine_0001_B.jpg 1 -1 1 -1 -1 -1 1 1 1 1 1 -1 1 -1 1 -1 -1
Alek_Wek_0001_B.jpg -1 -1 1 -1 1 1 1 1 1 -1 1 -1 -1 1 1 1 -1
Jose_Serra_0006_B.jpg 1 -1 1 -1 -1 1 1 1 -1 -1 1 -1 1 1 1 -1 -1
Simon_Cowell_0002_B.jpg 1 -1 -1 -1 -1 -1 1 1 1 -1 1 1 1 1 -1 1 -1
James_Kelly_0004_B.jpg -1 -1 1 -1 1 -1 -1 -1 1 -1 1 1 1 1 1 -1 -1
Prospero_Pichay_0001_B.jpg -1 -1 1 -1 -1 1 1 1 -1 -1 1 1 1 1 -1 -1 1
Roger_Mahony_0001_B.jpg -1 -1 1 -1 -1 -1 1 -1 1 1 -1 1 1 1 -1 1 -1
Mike_Holmgren_0001_B.jpg 1 -1 1 -1 -1 -1 1 -1 1 -1 1 -1 1 -1 1 -1 -1
Choi_Sung-hong_0001_B.jpg -1 -1 1 -1 -1 1 1 1 1 1 1 -1 1 1 -1 -1 -1
John_Brady_0001_B.jpg 1 -1 1 1 -1 -1 1 -1 1 -1 1 -1 1 -1 1 -1 -1
Cheryl_Little_0001_B.jpg -1 1 -1 -1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 -1 -1
Raghad_Saddam_Hussein_0001_B.jpg -1 -1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 -1 -1
Rudolph_Giuliani_0006_B.jpg -1 -1 -1 -1 -1 -1 1 1 1 -1 1 1 1 1 -1 -1 -1
Monique_Garbrecht-Enfeldt_0001_B.jpg -1 -1 1 -1 -1 -1 1 -1 1 -1 1 1 1 1 -1 1 1
Adriana_Lima_0001_B.jpg -1 -1 -1 -1 -1 1 -1 1 -1 -1 -1 -1 -1 1 1 -1 1
Art_Howe_0004_B.jpg -1 -1 1 1 -1 1 1 1 -1 -1 1 1 1 -1 1 1 -1
Jennifer_Furminger_0001_B.jpg -1 1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 -1 1
Tiger_Woods_0021_B.jpg 1 -1 1 -1 -1 1 1 -1 -1 -1 -1 1 1 1 1 1 -1
Alvaro_Uribe_0001_B.jpg 1 -1 1 -1 -1 1 -1 1 1 1 1 1 1 1 1 -1 -1
Alfredo_Moreno_0001_B.jpg -1 -1 1 -1 -1 -1 1 1 -1 -1 1 1 -1 1 -1 1 -1
Hamid_Reza_Asefi_0001_B.jpg 1 -1 1 -1 -1 1 1 1 1 -1 1 -1 -1 -1 -1 1 -1
Rohinton_Mistry_0001_B.jpg 1 -1 1 -1 -1 1 1 1 -1 1 1 -1 -1 -1 1 -1 -1
Yukio_Hatoyama_0001_B.jpg -1 1 1 -1 -1 1 1 1 -1 -1 1 -1 1 1 1 -1 -1
Adrien_Brody_0006_B.jpg -1 -1 1 -1 -1 -1 1 -1 -1 -1 -1 1 1 1 1 1 -1
Tiger_Woods_0023_B.jpg -1 -1 -1 -1 1 1 -1 1 -1 -1 1 1 1 1 1 -1 1
Billy_Crystal_0005_B.jpg 1 1 1 -1 -1 -1 -1 -1 1 -1 1 1 1 -1 -1 1 -1
Alex_Ferguson_0001_B.jpg -1 1 1 -1 -1 -1 1 -1 1 1 1 1 1 -1 1 1 -1
OJ_Simpson_0002_B.jpg -1 1 1 -1 -1 1 1 1 -1 -1 1 -1 1 1 1 1 1
William_Bratton_0001_B.jpg 1 -1 -1 -1 -1 -1 1 1 -1 -1 1 -1 -1 -1 1 -1 -1
Ray_Romano_0006_B.jpg 1 -1 -1 -1 -1 -1 -1 1 1 -1 1 1 -1 1 1 1 -1
Ruben_Studdard_0002_B.jpg 1 1 1 -1 -1 1 1 1 -1 -1 1 -1 1 -1 -1 1 1
Keith_Van_Horn_0001_B.jpg -1 -1 1 -1 -1 -1 1 1 -1 -1 1 1 1 1 1 1 1
Sophia_Loren_0001_B.jpg -1 1 -1 -1 -1 1 -1 -1 -1 -1 -1 1 -1 1 1 1 1
Hugo_Chavez_0018_B.jpg -1 -1 1 -1 -1 -1 1 -1 1 -1 1 1 1 -1 -1 -1 -1
Jay_Garner_0005_B.jpg 1 -1 1 -1 -1 1 1 -1 -1 1 1 -1 -1 -1 1 -1 -1
Colin_Powell_0062_B.jpg 1 -1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1
Mesut_Yilmaz_0001_B.jpg -1 -1 -1 -1 -1 -1 1 1 -1 -1 1 -1 1 1 1 -1 -1
Amelia_Vega_0007_B.jpg -1 1 -1 -1 -1 1 1 -1 -1 -1 -1 1 1 1 1 1 1
Queen_Elizabeth_II_0007_B.jpg -1 1 -1 -1 -1 -1 1 -1 1 -1 -1 1 1 1 -1 1 -1
Jim_Hahn_0002_B.jpg -1 -1 1 -1 -1 -1 -1 1 1 -1 1 -1 -1 -1 -1 -1 -1
Lyle_Lovett_0001_B.jpg 1 -1 1 -1 -1 -1 1 -1 1 -1 1 1 1 -1 1 1 -1
Colin_Powell_0169_B.jpg -1 -1 1 -1 -1 -1 1 1 -1 1 1 -1 1 -1 1 -1 -1
Arianna_Huffington_0001_B.jpg -1 1 1 -1 1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1
Jong_Wook_Lee_0004_B.jpg -1 1 1 -1 -1 -1 1 -1 -1 1 1 -1 1 1 -1 1 -1
Malcolm_Glazer_0001_B.jpg -1 1 1 1 -1 -1 1 -1 1 1 1 1 1 -1 -1 1 -1
Bill_Clinton_0001_B.jpg -1 -1 1 -1 1 -1 1 -1 -1 -1 1 1 1 1 1 -1 -1
Mohammed_Al-Douri_0011_B.jpg -1 -1 1 1 -1 -1 1 -1 1 1 -1 1 -1 -1 -1 -1 -1
Kiki_Vandeweghe_0001_B.jpg -1 -1 -1 -1 -1 1 1 -1 -1 -1 1 -1 1 1 1 1 -1
John_Lisowski_0001_B.jpg -1 -1 -1 -1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1
Hugo_Chavez_0011_B.jpg 1 -1 1 -1 -1 1 1 -1 1 -1 1 1 1 1 -1 -1 -1
Tom_Hanks_0008_B.jpg -1 -1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 -1 1 -1
Laura_Bush_0010_B.jpg -1 1 -1 -1 -1 1 1 -1 -1 -1 -1 1 1 1 1 1 -1
Jose_Maria_Aznar_0008_B.jpg 1 -1 1 -1 -1 1 1 1 -1 -1 1 -1 -1 -1 1 1 -1
Jeffrey_Scott_Postell_0001_B.jpg -1 -1 -1 -1 -1 -1 1 1 1 -1 1 -1 -1 1 -1 -1 -1
Luiz_Inacio_Lula_da_Silva_0011_B.jpg -1 1 1 -1 -1 -1 1 1 1 -1 1 1 1 -1 -1 1 -1
Jennifer_Lopez_0014_B.jpg -1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 1 1 1 1
Tatjana_Gsell_0001_B.jpg -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1
Colin_Powell_0114_B.jpg -1 -1 1 -1 -1 1 1 1 -1 -1 1 -1 1 -1 1 -1 -1
Jeong_Se-hyun_0004_B.jpg -1 1 -1 -1 -1 -1 1 -1 -1 1 1 -1 -1 1 1 1 -1
Viktor_Yushchenko_0001_B.jpg 1 -1 1 -1 1 -1 1 1 1 -1 1 -1 1 1 1 -1 -1
Charles_Taylor_0009_B.jpg 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 -1
David_Ballantyne_0001_B.jpg -1 -1 -1 -1 1 -1 1 1 -1 -1 1 -1 -1 1 1 1 -1
Hugo_Chavez_0034_B.jpg 1 -1 1 -1 -1 -1 1 1 1 -1 1 1 1 -1 -1 1 -1
TJ_Ford_0001_B.jpg 1 -1 1 -1 -1 1 1 1 -1 -1 1 -1 1 -1 -1 1 -1
Tom_Hanks_0010_B.jpg 1 -1 1 1 -1 -1 1 1 1 -1 1 -1 1 -1 1 1 -1
Alexis_Dennisoff_0001_B.jpg 1 -1 -1 -1 -1 -1 1 -1 -1 -1 1 -1 1 -1 -1 -1 -1
Arnold_Palmer_0001_B.jpg -1 -1 1 -1 -1 -1 1 -1 1 -1 1 -1 1 1 -1 -1 -1
John_Jumper_0002_B.jpg 1 -1 1 -1 -1 -1 -1 1 -1 -1 1 -1 -1 -1 -1 -1 -1
Michel_Kratochvil_0001_B.jpg -1 -1 1 -1 -1 -1 1 -1 -1 -1 1 -1 -1 -1 1 -1 -1
Hugo_Chavez_0022_B.jpg 1 -1 1 -1 -1 -1 1 -1 1 -1 1 1 1 -1 1 -1 -1
Bill_Gates_0001_B.jpg -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 -1 -1 -1
Michael_Jordan_0002_B.jpg 1 -1 1 -1 1 1 1 1 -1 -1 1 -1 1 -1 1 -1 -1
Donna_Shalala_0001_B.jpg -1 -1 1 -1 1 -1 1 1 1 -1 1 1 1 1 -1 1 1
Barbara_Bach_0001_B.jpg -1 -1 1 -1 -1 -1 1 1 -1 -1 -1 1 1 1 -1 1 1
Shingo_Katayama_0001_B.jpg -1 -1 1 -1 1 1 -1 1 -1 -1 1 1 -1 1 1 -1 1
Abdoulaye_Wade_0002_B.jpg 1 -1 1 1 1 1 1 1 -1 -1 1 1 -1 -1 1 1 -1
Michael_Jackson_0001_B.jpg -1 1 -1 -1 -1 1 1 1 -1 -1 -1 -1 -1 1 1 1 1
Arnold_Schwarzenegger_0020_B.jpg -1 -1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 1 1 -1 -1
Eduardo_Romero_0001_B.jpg 1 -1 1 -1 -1 1 1 1 1 -1 1 -1 -1 -1 -1 -1 -1
Ashley_Olsen_0001_B.jpg -1 -1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1
Michael_Jackson_0007_B.jpg -1 1 -1 -1 -1 1 1 1 1 -1 1 -1 1 1 -1 -1 -1
Scott_Yates_0001_B.jpg 1 -1 1 -1 -1 -1 1 -1 1 1 1 1 1 -1 -1 1 -1
Erwin_Mapasseng_0001_B.jpg 1 1 1 1 -1 1 1 -1 -1 1 1 1 1 -1 1 1 -1
Alex_Penelas_0001_B.jpg 1 -1 -1 -1 1 1 -1 1 -1 -1 1 -1 -1 1 1 -1 -1
Cesar_Gaviria_0005_B.jpg -1 1 1 -1 -1 -1 1 1 -1 -1 1 1 1 1 1 1 -1
Yuri_Malenchenko_0002_B.jpg 1 -1 -1 -1 1 -1 1 -1 -1 -1 1 -1 -1 1 1 -1 1
Pete_Sampras_0020_B.jpg 1 -1 1 -1 -1 -1 1 1 -1 -1 1 1 1 1 1 1 -1
David_Bowie_0001_B.jpg -1 -1 1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 1 1 -1 -1
Hans_Blix_0010_B.jpg 1 1 -1 1 -1 -1 1 1 1 1 1 -1 -1 1 -1 -1 -1
Gloria_Allred_0001_B.jpg -1 1 -1 -1 -1 1 -1 -1 -1 -1 -1 1 -1 1 1 -1 -1
Hans_Blix_0039_B.jpg 1 -1 1 -1 -1 -1 1 1 -1 1 1 -1 1 1 1 -1 -1
Nancy_Sinatra_0001_B.jpg -1 1 -1 -1 1 -1 -1 -1 -1 -1 -1 1 -1 1 1 1 -1
Hans_Blix_0006_B.jpg -1 -1 1 1 -1 -1 1 1 -1 1 1 -1 1 1 -1 -1 -1
Arnold_Schwarzenegger_0001_B.jpg 1 1 -1 1 -1 1 -1 1 1 1 1 -1 1 -1 -1 -1 1
Rod_Stewart_0001_B.jpg 1 -1 -1 -1 1 -1 1 1 -1 -1 1 -1 -1 1 1 -1 -1
Thomas_Stewart_0001_B.jpg -1 -1 1 -1 -1 -1 1 -1 1 1 1 -1 -1 1 -1 -1 -1
Michael_Powell_0002_B.jpg 1 -1 -1 -1 -1 1 1 1 -1 -1 1 -1 1 -1 -1 -1 -1
Norbert_van_Heyst_0001_B.jpg 1 -1 1 -1 -1 -1 1 1 1 1 1 1 -1 -1 -1 1 -1
Tommy_Thompson_0009_B.jpg 1 -1 1 -1 -1 -1 1 1 1 -1 1 -1 1 -1 1 -1 -1
Susan_Walvius_0001_B.jpg -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 1 1 -1 -1
Jose_Maria_Aznar_0011_B.jpg 1 -1 1 -1 -1 1 -1 1 -1 -1 1 -1 -1 -1 1 -1 -1
Noel_Niell_0001_B.jpg -1 1 1 -1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 -1
John_Ruiz_0001_B.jpg 1 -1 1 -1 -1 -1 1 1 1 -1 1 1 1 -1 -1 1 -1
Lee_Hoi-chang_0001_B.jpg 1 -1 1 -1 -1 -1 1 1 -1 1 1 -1 1 1 1 -1 -1
Azra_Akin_0003_B.jpg -1 1 1 -1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1
Gerhard_Schroeder_0099_B.jpg 1 -1 1 -1 -1 -1 1 1 1 -1 1 -1 1 -1 -1 -1 -1
Charles_Moose_0003_B.jpg -1 -1 1 -1 -1 1 1 1 -1 -1 1 -1 1 -1 -1 -1 -1
Sergey_Lavrov_0008_B.jpg 1 -1 1 -1 -1 1 1 1 -1 1 1 -1 1 1 1 -1 -1
Tom_Daschle_0023_B.jpg 1 -1 -1 -1 1 -1 -1 -1 -1 -1 1 -1 1 1 1 -1 -1
Scott_McNealy_0001_B.jpg 1 -1 -1 -1 -1 -1 1 -1 -1 -1 1 -1 1 -1 1 -1 -1
Perri_Shaw_0001_B.jpg -1 -1 1 -1 -1 -1 1 -1 -1 -1 -1 1 1 1 1 1 -1
Suk_Chung_Hong_0001_B.jpg 1 1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 1 1 1 -1 1
Helio_Castroneves_0001_B.jpg 1 -1 1 -1 -1 1 1 1 -1 -1 1 -1 1 -1 1 1 -1
